Paste data with corner aligned to cell B2																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
	3088118.78	5269149.25	2750425.67	611215.31	753406.8	553631.26	261365.56	409688.34	162888.4	188916.49	179368.52	498012.57	119115.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	2330726.95	4304252.08	1116217.93	368830.33	551946.02	862996.54	493672.69	158900.19	443374.98	281276.57	109978.29	428206.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3359900.27	5919705.54	1601438.99	1255312.46	1194848.3	759733.76	265583.06	429703.31	198775.62	692218.78	147376.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	2714287.8	7428231.08	1491840.57	982743.86	698341.78	521051.15	405518.56	715165.36	275348.98	874231.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3489546.73	7303991.96	1676220.24	970915.73	567541.2	934599.15	731053.1	687077.63	501444.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3837870.57	7141222.27	1180453.56	673956.22	480668.86	381984.32	450703.27	342830.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	4691038.64	8878618.97	1713110.8	677180.08	740510.26	967149.25	1985299.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	4764078.84	11157717.4	2902492.93	2565003.01	1806734.14	1558032.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	5176578.96	10822475.94	1377375.43	1238443.58	1335772.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	5483238.4	10159810.17	1324563.03	1798992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	6074028.51	11170706.31	1965187.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	7561034.68	12067829.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	7945781.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
